id;nama_pengguna;tanggal;skor;ulasan;label
618;achmad supiyan supiyan;12/02/2022 0:12;4;Memudahkan pengurusan perpanjangan stnk dan kedepannya untuk bisa perpanjangan 5tahunan secara online;1
619;Rama;11/02/2022 9:31;4;Mau tanya kalo mau bayarin pajak motor atas nama PT pas registrasi itu NIK diisi NIK direktur/pengurus kendaraan di perusahaan nya atau pake nomor TDP ya? Pke TDP ga bisa krna kena validasi dibawah 16 digit. Trimakasih mohon bantuannya;0
620;Anugrah Nurhidayat;11/02/2022 9:22;4;kalo bisa tdk usah pakai admin;-1
621;Muhamad imam ahmadi;10/02/2022 18:38;4;untuk pembayaran kurang lengkap di aplikasinya, semoga kedepannya pembayaran bisa melalui semua mobile banking;-1
622;Mus Tolih;10/02/2022 14:27;4;Bagus sih cuman ga dapet hologram QR..buat sendiri ga bisa kebaca pas scan...kenapa ga sekalian dibuatin sih;-1
623;Salim Wenk Wonk;10/02/2022 14:00;4;semuanya baik hanya saja biaya admin dan prosesnya lama;-1
624;Rizky Pratama;10/02/2022 10:59;4;cuma belum bisa di download saja filenya;-1
625;laela tul;10/02/2022 9:19;4;Aplikasinya mudah dipakai, walaupun saat awal ada kendala PENGESAHAN TIDAK DAPAT DILAKUKAN dan diminta untuk HUBUNGI CALL CENTER, kemudian menghubungi call center via IG dan mendapat respon baik dan besoknya sudah ada update pengesahan. Semoga bisa untuk dilakukan evaluasi lanjutan, terimakasih TIM;-1
626;rika mayangsari;10/02/2022 1:16;4;Ga bisa di gunakan pd saat klik jenis pengiriman buat ngirim dokumennya... Tulisannya sistem blm dpt melayani... Di ulang2 tetap ga bisa... Apa hanya di gunakan pd saat2 jam kerja aja??;-1
627;Ade Agustian Saputra;08/02/2022 18:46;4;terima kasih, walaupun sempat eror untuk download datanya, tingkatkan lagi.;-1
628;Gilang Triyas;08/02/2022 16:40;4;lumayan lah, tapi sayangnya waktu saya kemaren bayar pajak motor opsi pilihan pengiriman selalu tidak bisa di pilih dan akhirnya terpaksa pilih yang ambil sendiri di samsat.;-1
629;Heri antoni;08/02/2022 15:57;4;oke mantap;1
630;Manto Vivo;07/02/2022 12:20;4;Saya sudah bayar tetapi kenapa diaplikasi blm bayar..ini bagaimana cara pengaduan masalah saya..;-1
631;ferry sasiang;07/02/2022 7:39;4;sangat membantu dan memudahkan pengguna. BRAVO POLRI !!!;1
632;Reza Ersantari;06/02/2022 15:23;4;Mohon maaf sekarang kalo mau perpanjangan SIM online gimana caranya ya? Apa sudah tidak bisa pakai aplikasi ini?;0
633;DWI PUTRANTO 117;06/02/2022 9:20;4;Sayangnya pembayarannya gak bisa pake aplikasi BRIMO BRI. Jadi tetap harus dtang ke ATM BRI .kalau pembayarannya bisa pake aplikasi BRIMO wah tambah top markotop;-1
634;ratih ayuningtyas;06/02/2022 7:03;4;Skg bayar pajak jd lebih mudah, efektif dan efisien.. semoga pelayanan online semakin baik ga banyak trouble・・・・;1
635;Ahmad Afandi;05/02/2022 15:19;4;Mau nanya disini bisa ganti plat tahunan gak;0
636;Mohamad Firdaus;04/02/2022 15:07;4;Berguna & sangat bermanfaat, disaat tanggal merah/hari besar samsat digital nasional/signal sistem masih tetap melayani. Terimakasih・・・・・・・・・・・・;1
637;upik super;03/02/2022 17:18;4;lumayan membantu tapi belum tau ruwet apa tidaknya pas ambil stnknya;1
638;Ari Apriyani;03/02/2022 16:31;4;Pas verifikasi wajah kenapa susah banget ya;-1
639;Udo Mario;02/02/2022 15:56;4;mantap...aplikasinya sangat membantu dan mempermudah dalam membayar pajak motor..kedepannya bisa memperpanjang SIM;1
640;sinyo sinyotukiman;01/02/2022 20:32;4;baik;1
641;Aulia Resty;31/01/2022 21:47;4;mantap... tdk perlu mudik tapi STNK sudah bisa di urus secara online... tinggal duduk manis;1
642;Hadi Purnomo;31/01/2022 11:57;4;Ini caranya gimana sih, saya mau daftar pengesahan stnk mlh gagal trs, keterangannya kendaraan anda sudah jatuh tempo? Padahal pajak mati bulan februari?;-1
643;Siti Humaeroh;30/01/2022 12:42;4;Edit---Kerennn. Proses cepat banget. Pembayaran bisa lewat banyak bank. Dokumen tinggal tunggu dirumah. *proses pembayaran 27/12/2021 tapi kok udh tgl 30/01/2022 belum dateng juga ya.;1
644;Firli Ramadian;28/01/2022 21:37;4;mantap Aplikasi nya semakin mempermudah terimakasih;1
645;ramaiyulis yulis;28/01/2022 10:34;4;puas, tidak perlu lagi antri di samsat;1
646;Putri Arini Hasanah;27/01/2022 16:18;4;Mohon bantuannya, saat mau bayar kenapa selalu gagal, padahal waktu jatuh tempo masih bisa ?;0
647;Ahiz Thea;27/01/2022 13:40;4;sangat membantu bagi yang tidak sempat datang ke samsat, tapi kalau bisa pembayaran di perbanyak lagi cara pembayarannya agar biya bayar di mini market.;1
648;Vivi An;27/01/2022 11:17;4;Ribet;-1
649;wiranata negara;27/01/2022 10:46;4;Ok;1
650;Feri Sukrianto;26/01/2022 17:35;4;Saya puas dengan aplikasi ini sangat memudahan kan pembayaran pajak dan membantu kita;1
651;Muhitno Saputra;25/01/2022 23:44;4;Sayang cuma bisa bayar punya sendiri dan keluarga satu kk,kalau beli kendaraan second belum bisa dibayar disini.;-1
652;eska 1;25/01/2022 19:54;4;perlu ditingkatkan servernya biar ngak lama loading nya;-1
653;abu holipah;25/01/2022 11:52;4;Sudah bagus, di tingkatkan lagi untuk layanannya;1
654;Reno Ada;24/01/2022 8:36;4;Pembayaran lewat bank bca kok belum ada pak?;0
655;M. Fatkhul Munir h;23/01/2022 20:50;4;Kenapa ngga bisa kirim dokumen stnk nya ya untuk samsat slawi kab. Tegal;0
656;Muhammad Daffa;23/01/2022 11:21;4;Kok saya gagal trus saatt review Poto livenes , mhon pencerahan nya;0
657;Ria Jannah;23/01/2022 10:49;4;Bintang 4 dulu ya, mau coba dulu....・・・・;0
658;anwar hidayat;22/01/2022 21:55;4;"1.coba bisa pilihan kirim alamat (bukan kirim yg tertera di alamat stnk) karena sy domisilinya sudah berbeda di alamat stnk; 2.coba bisa cetak stnk sendiri tanpa harus menunggu pengiriman dari pos atau datang langsung ke samsat; (ini sekedar saran dan masukan saja) tpi pembayaran online disini sangat bagus dan membantu tanpa harus menunggu lama, terimakasih.";-1
659;Riko Saputra;22/01/2022 17:19;4;n. ... . . . m ,;0
660;Suheli Wayterusan;21/01/2022 18:32;4;Verifikasi selalu gagal entah masalah apa GX tau;-1
661;Agus Salim;21/01/2022 10:08;4;hallo min. ini kok tiap mau mendaftarkan kendaraan ga bisa-bisa ya? loading terus tiba-tiba keluar sendiri?;0
662;Ferry Pili;20/01/2022 14:20;4;Sekedar masukan agar pilihan pembayaran bisa mengakomodir semua bank dan kalau bisa pembayaran dgn dompet digital spt OVO, DANA, LINK AJA dll;-1
663;ﾅ・ﾉ・da ﾃ・tomo;19/01/2022 18:04;4;Belum lengkap;-1
664;fatma wati;19/01/2022 16:19;4;Ko saya mau daftar pengesahan STNK gagal terus yah;0
665;Havista Razaqli Kurniawan;18/01/2022 22:05;4;Tolong utk fitur penulisan alamat diperbaiki, kalau udah ada pilihan provinsi dan kota harusnya otomatis ditambahkan di kolom alamat;-1
666;NUR IKHSKUYY;18/01/2022 21:57;4;Knp setiap mau daftar pengesahan STNK validation required teruss minnn;0
667;dewa sigit Saputra;18/01/2022 19:39;4;Mantap, gua qra bakaL mengecewakan. Ternyata pas awal agak susah daftar lalu Ikut Tutorial dr YouTube, bisa masuk, daftar Nmor kendraan Bermotor, lalu bayar via transfer rekening, 5 hari sampai ke rumah di antar pos . Bravooo, persempit ruang gerak pungli, ini baru Revolusi Industri 4.0;1
668;Pungki HP;18/01/2022 14:56;4;Pengiriman dokumen lewat Pos masih belum bisa. Klo proses pengesahan lancar, mantabz;1
669;Gesang Yuwono;18/01/2022 14:24;4;Mudah gk ribet antriiiiiiiiiiiiii;1
670;isnan kovic;17/01/2022 16:54;4;opsi pengiriman selalu gagal;-1
671;Harto yess;17/01/2022 10:19;4;Aplikasi ini membantu sekali dalam hal pembayaran pajak kendaraan.. kita ndak perlu repot harus datang sendiri ke kantor samsat,, tingkatkan lagi mutu pelayanan yg sudah baik, dan semoga kedepannya waktu pengiriman bukti transaksi ke rumah tidak sampai tujuh hari kerja..;1
672;Wisnu Prianto;16/01/2022 13:08;4;Berhasil STNK sudah sampai dengan selamat. 11 hari setelah proses pengesahan dokumen sampai dari pengiriman di bengkulu ke semarang. Perlu ditingkatkan jadwal Pos untuk pick up dokumen di kantor adalah setiap hari atau setiap ada pengiriman, sehingga dokumen tidak tertahan lama di kantor samsat.;1
673;mohamad agung setiawan;16/01/2022 11:03;4;Mau daftarkan kendaraan kok selalu gagal? Apa yang daftar harus yang sesuai nama Stnk,yg daftar saya tapi stnk atas nama istri bisa kah?;0
674;Amin Safi'i;16/01/2022 10:57;4;Bagus sih, tapi tolong dong tambahin metode pembayarannya pake Bank BCA;1
675;DVD F.R;15/01/2022 16:46;4;Sayang gak semua bank bisa buat pembayaran;-1
676;Liya Paramitha;15/01/2022 11:09;4;mungkin karena aplikasi baru, jadi masih sering error. agak susah ketika membayar, karena transaksi terus dinyatakan gagal berkali kali. pengiriman stnk lumayan lama. jarak pembayaran dan stnk sampai rumah sebulan. tapi ini jauh lebih memudahkan dibanding harus antri panjang di kantor samsat. terima kasih telah memudahkan. semoga kedepan aplikasi ini terus mengalami peningkatan.;-1
677;Diana Purwaningsih;14/01/2022 21:37;4;prosesnya cepet langsung d kirim k rmah ・・・・;1
678;mayanda mega santoni;14/01/2022 9:39;4;semoga aplikasinya semakin baik khususnya dalam proses pembayaran;1
679;Aep Suhaepi;12/01/2022 12:27;4;Kirain cetaknya bisa di gerai2 samsat terdekat, trnyata harus ke Samsat pusat. Malah jadi lebih jauh. kirain bakal lebih efisien trnyata oh trnyata.;-1
680;Dwiana Setia;12/01/2022 9:28;4;Untuk data kendaraan saya kenapa tdk hs ditambahkan ya?padahal semua datanya sudah sesuai;-1
681;Alfan Harist;11/01/2022 18:50;4;ok, pengiriman cepat;1
682;Adi Nurdiansyah;11/01/2022 11:16;4;Mantap tanpa capek gerah ngantri beres;1
683;zainal anwar;11/01/2022 5:48;4;aplikasi yg sangat membantu dan memudahkan, namun tidak ada kolom alamat kirim stnk ketika kita membayar, persoalannya domisili sy saat ini berbeda dengan alamat di stnk. sebenarnya di menu transaksi ada pilihan lacak pos,tapi pas diklik tidak muncul infonya. Gimana penyelesaian pengiriman stnk ini ya?semoga kedepan akan lebih baik lagi. terimakasih ada layanan ini,bravo;1
684;Asep Sopian;10/01/2022 16:48;4;Opsi pengiriman tidak bisa di gunakan terus,walau sudah update aplikasi;-1
685;Yolanda dewita sari;10/01/2022 13:10;4;Bagaimana cara cetak stnk yg sudah disahkan?;0
686;Lukman Hakim;10/01/2022 11:20;4;Tlong aplikasi ini dipertahankan dong,biar rating nya tidak tambah jelek,alamat klo ratingnya tambah jelek bisa2 gulung tikar ini aplikasi... Adik sy sdh menggunakan aplikasi ini sukses dan sangat membantu jd tlong ditingkatkan pelayanan aplikasinya... Sy lihat dirating penilaiannya tambah kesini tambah jelek...;1
687;Apruzi Ck;09/01/2022 16:07;4;Mantap;1
688;Andre Rizky;09/01/2022 11:04;4;bagus;1
689;bambang adi nugroho;09/01/2022 6:53;4;Kemaren mau pajak tahunan tapi terbentur pembayarannya. Saya gak punya rekening bank yg terdaftar Ahirnya ke samsat tapi ternyata harus mutasi dulu karna beda alamat ktp sama stnk Padahal lewat plikasi ini bisa Kenapa bisa seperti itu ya;-1
690;Dian Wahyu Ramadan;08/01/2022 8:16;4;Perlu update... Transaksi yg kadaluarsa masih ada di daftar transaksi, kadang bikin bingung;-1
691;orang dalam;07/01/2022 18:55;4;tingkatkan lagi biar bisa ngurus pajak 5 tahunan dan sekalian perpanjang SIM;0
692;nofi rizkiwati;07/01/2022 13:18;4;mohon di upgrade kembali metode pembayarannya supaya bisa mbank dan mungkin di tambah cara bayar by indomaret atau alfamart agar lebih memudahkan pembayaran terima kasih;-1
693;agung_ UPRS I;06/01/2022 14:23;4;Saya sudah membayar dan sudah dianggap selesai tetapi tidak ada opsi untuk proses pengiriman. Mohon bantuannya, terima kasih.;0
694;ROBIN;05/01/2022 12:56;4;ud ok sih. bingung mau saranin apa. lum ketemu trouble lain;1
695;Dany Dwi Cahyono;05/01/2022 6:32;4;Keren, cuman untuk opsi pengiriman dokumen gagal terus;1
696;Yaasyiqol Musthofa;05/01/2022 1:20;4;Min mau tanya ini apl resmi kan;0
697;Rudi Taboti;04/01/2022 19:04;4;saya sudah daftar ktp sama wajah sudah di verifikasi tapi kenapa saat verifikasi Otp, tidak ada pesan atau email yang masuk.. sampai 3x percobaan dan akhirnya terhalang batas pengiriman otp yang hanya bisa 3x;-1
698;Humairoh;04/01/2022 15:18;4;Saya bingung. Belum memasukkan alamat. Tp pembayaran sudah selesai. Apakah dikirim lewat pos atau ambil sendiri ke samsat?;-1
699;Odi prianto Odi;03/01/2022 21:57;4;Kenapa ngk bisa daftar ada pemeliharaan ko dari kemaren sampai sekarang belum bisa di akses jg ?;-1
700;Muhamad Rafi rapoy;03/01/2022 19:38;4;Tolong dong saya pas mau ngisi Data kendaraan selalu gagal kenapa yaa padahal datanya sudah sangat sesuai mohon bantuannya;-1
701;Hutomo Agustina;03/01/2022 17:57;4;apk nya bagus.. memudahkan untuk pembayaran pajak tanpa harus ke samsat.. mantaapp... yang ingin saya tanyakan, bagaimana untuk penerbitan STNK nya...?;1
702;H3Lida channel;23/03/2022 10:21;5;so far so good;1
703;Bang Jambronk;23/03/2022 8:03;5;lumayan mempermudah...gak perlu antri2 di drivethru...;1
704;adhitya sasmita;23/03/2022 7:31;5;Dimudahkan dengan adanya pelayanan ini.. Saran mungkin alangkah baiknya sekaligus di lengkapi untuk cap di stnk nya untuk yang pajak tahunan kecuali yg per 5 thn, sehingga dapat 1x pengiriman dokumennya dan mengurangi antrian yang ada.. Terima kasih dan sukses selalu Signal;1
705;Joy Blow;23/03/2022 7:07;5;keren aplikasinya,bayar pajak tanpa perlu ke Samsat,di kirimny jg cepet...bravo POLRI;1
706;kennedy kho;23/03/2022 6:20;5;bagus mempermudah kita untuk mengurus SIM;1
707;M. Hilmy Dzulfadli;23/03/2022 6:01;5;Saya bayar pajak tahunan kendaraan bermotor dengan mudah! terima kasih.;1
708;Septi Dwi Yanti;23/03/2022 5:45;5;top bgt;1
709;Wanda Yuliade;23/03/2022 4:28;5;sangat membantu semoga lebih baik lagi....・・・;1
710;Barelbarel Barel;22/03/2022 22:16;5;Membantu sekali;1
711;Candra;22/03/2022 21:43;5;Opsi pengirimannya blm tampil di aplikasi saya bagaimana jika ingin mrubah alamat pengiriman;0
712;Aditijo Rahardjo;22/03/2022 21:29;5;Helpful;1
713;Fandhi Achmad;22/03/2022 21:27;5;sangat mudah membantu,;1
714;irfan nugraha;22/03/2022 18:29;5;bagus, cukup membantu tingkatkan terus pelayannya;1
715;Billy Xinulingga;22/03/2022 17:25;5;Mantap;1
716;erfan tolany;22/03/2022 16:35;5;Sangat menghemat waktu dan tenaga..meskipun lebih mahal sedikit tp tdk apa-apa..sukses terus aplikasi SIGNAL...Pertahankan!!!;1
717;Ady Betokaw;22/03/2022 16:17;5;Mantaaaap..,3 hari kerja stnk fisik nya smpe ke rmh,kena razia ksh aja bukti pengesahan digital nya sblm dpt stnk asli nya.;1
718;Irfan Dwi;22/03/2022 15:33;5;sangat bermanfaat sekali tdk perlu repot repot datang ke samsat.. mantap;1
719;R4DAR 19;22/03/2022 14:43;5;mantap baru tau klo ada apk ini.. supaya ga antri di Samsat.. metode pembayaran nya banyak pilihan gooooddd;1
720;An Ro;22/03/2022 14:42;5;Top Siganal .. sukses trs n makin d tingkat kan lg pelayanan nya ... Semua Ok dh dr awal smp akhir Top jg buat Pos indonesia Untuk pengiriman Paket nya;1
721;Ridwan Pahrul;22/03/2022 14:08;5;Sangat membatu tapi untuk stempelnya bagaimana ini?;1
722;Al Fathir;22/03/2022 13:06;5;mntaaap...tdak repot2 mengurusnya...;1
723;Dani Kusmayadi;22/03/2022 12:36;5;mantap...sangat membantu..juga memberantas per caloan Pembayaran 2 unit dalam 1 bulan semua lancar... Untuk ke depan nya semoga tersedia layanan balik nama dan mutasi;1
724;Jangkung Riyanto;22/03/2022 12:10;5;Mantap.. Tambah mudah bayar pajak;1
725;Pesona Printing;22/03/2022 12:01;5;mantap cepat ga perlu repot;1
726;RrS_MusicChannel;22/03/2022 11:58;5;good;1
727;Rasmuji Muji;22/03/2022 11:45;5;Alhamdulillah dengan adanya SIGNAL - SAMSAT membuat kerjaan makin gampang dan membantu;1
728;Taufiq Ishak;22/03/2022 11:31;5;Mudah dan cepat, terima kasih Signal Samsat Digital Nasional, terus kembangkan ideﾂｲ kreatifmu yg memudahkan wargamu mengurus tanpa antri・・・・・・・・;1
729;Juhaeri Budi Santoso;22/03/2022 11:19;5;cepat bagus;1
730;the Cansalony;22/03/2022 10:50;5;Salam Melayani ・・・ｯ・・､・ｸ・, semakin baik dan jaya ya. Salam SEHAT n Bahagia・・・ｮ・・・ｩ;1
731;yaya persada;22/03/2022 10:42;5;sangat mudah, praktis hemat waktu;1
732;Bara sadewa;22/03/2022 9:27;5;Baguuuss... Lancar sangat mempermudah・・・・・・・・・・・・;1
733;Muhamad Fadila;22/03/2022 6:55;5;mantapss cepat selesainya tanpa perlu antri, utk pengesahannya saya rasa yg stiker berhologram itu ya gantinya;1
734;Aris Imam Bukhori;22/03/2022 4:32;5;bagus bagi org yg ga bs langsung urus ke Samsat;1
735;ujang sobana;21/03/2022 21:03;5;good;1
736;ARIS SETIAWAN;21/03/2022 18:29;5;Alhamdulillah Udah sampe,,Ga nyangka kirain bakal lama ternyata cepet sampe nya Terimakasih ya.;1
737;Aroma Hitam;21/03/2022 17:32;5;mantap;1
738;Terra Samiddha;21/03/2022 17:20;5;Satu terobosan yg bagus. Saya harap semua kantor pemerintahan menggunakan aplikasi seperti ini.;1
739;Pram Hadi;21/03/2022 17:00;5;Mantap.. sangat membantu. Sy sdh 2x memanfaatkan aplikasi ini untuk membayar pajak kendaraan bermotor.;1
740;Kasman indonesia;21/03/2022 16:01;5;apa bisa juga balik nama krn sy beli motor bekas dan yg punya sudah jauh tdk punya ktp dia...;0
741;Gangsar Ap;21/03/2022 15:13;5;mantapp... mudah dn lancar .. langsung di kirim k rmh..;1
742;Vetry Nedved;21/03/2022 15:11;5;Mantap ・・・・・・・ｻ Sangat membantu jadi tak usah antri lagi...;1
743;Charllos Lamadochen;21/03/2022 14:53;5;STNK sampai di alamat tujuan dlm wkt 3 hari setelah pembayaran. Sangat terbantu sekali dg aplikasi ini, dan pastinya terpercaya.. terimakasih;1
744;Toto Sulistiyo;21/03/2022 14:37;5;Sangat membantu apa bila tidak punya waktu,,, josslah;1
745;nefo az;21/03/2022 14:34;5;sangat membantu, yang sedang di luarkota gk perlu repot lagi harus ke samsat kota asal untuk bayar pajak dan antri panjang.semoga aplikasi dan pelayanan nya semakin bagus lagi;1
746;Kurniawan Kurniawan;21/03/2022 7:15;5;praktis;1
747;Agung Wahyu nugraha;21/03/2022 6:37;5;Sangat membantu sekali,SIGNAL mantap....!!!;1
748;Edy Purnomo;20/03/2022 19:44;5;sangat membantu, ditunggu inovasi lainnya;1
749;Syaifullah Muhlis;20/03/2022 18:51;5;Aplikasi mudah di pahami dan sangat membantu dalam pembayar pajak kendaraan bermotor, semoga makin maju pelayan di Indonesia dan Masyarakat Indonesia peduli dengan kewajiban pajaknya, thanks ・・・・・・・ｻ;1
750;Imma Saputro;20/03/2022 17:36;5;Sangat membantu. Akan lebih baik lagi kalo semua sudah serba digital;1
751;Ayip Saepudin;20/03/2022 17:02;5;terimakasih signal..urusan jadi mudah;1
752;Mery Estorina;20/03/2022 16:34;5;Aplikasinya sangat membantu,,karena kita bisa bayar pajak motor kapanpun & dimanapun,trutama bagi yg berdomisili di luar kota,,cuma prosesnya aja yg agak lama..Smoga lebih ditingkatkan lagi,,proses dr 7 hr kerja bisa jd sehari atau maksimal 3 hari kerja..;1
753;Iwa Rachmat;20/03/2022 16:25;5;mantepp;1
754;Husnul Fikri;20/03/2022 14:43;5;Terima kasih atas bantuannya aplikasi Signal;1
755;Hermansyah Mr;20/03/2022 13:14;5;Alhamdulillah lancar dan akurat;1
756;agam ali;20/03/2022 11:37;5;Sangat bagus terobosan dan inovasi yang dilakukan oleh Polri dan Pemda semoga Polri semakin Jaya.;1
757;Reza Pahlevi;20/03/2022 10:16;5;hebat aplikasi yang benar benar mempermudah wajib pajak melakukan kewajibannya.. bravo samsat.. bravo polisi dan bravo dispenda...;1
758;Rohmatullah Tullah;20/03/2022 7:13;5;Mantap proses cepat pengirimannya jg cepat. Terimakasih signal sangat membantu buat yg domisilinya jauh dari Samsat. Lebih ditingkatkan lagi klw bisa pas daftar pakai Gmail aja biar lebih mudah.;1
759;Agusmiati Siahaan;20/03/2022 0:14;5;sangat membantu untuk tidak repot antri ・・､;1
760;Dani Muhammad;19/03/2022 20:51;5;Sangat praktis dengan pelayanan daringnya, membuat urusan gak perlu antri ke samsat untuk menghindari kerumunan.;1
761;Jamil Jailani;19/03/2022 19:55;5;keren bangat ini mah , gitu dong jgn ketinggalan zaman teknologi sdh canggih manfaatkan ke canggihan teknologi. semoga pajak 5 tahunan dan SIM bisa di perpanjang lewat aplikasi SIGNAL. Batas waktu pembayaran terlalu singkat kalau bisa batas waktu pembayaran 1ﾃ・24 jam. Terimakasih bravo polisi Indonesia;1
762;Meilidia;19/03/2022 18:06;5;membantu sekali dengan cara online yang mudah dipahami;1
763;Tri Mularni LANI;19/03/2022 16:40;5;sangat membantu , proses cepat dan mudah;1
764;Eko Purwanto;19/03/2022 16:11;5;Awalnya ngga yakin, pas nyoba deg2an, tapi hasil akhirnya mantab. Registarsi hari kamis, Sabtu pagi ditelfon pihak pos, siang hari bukti bayar pajak sudah saya terima, terima kasih SIGNAL. Lanjutkan dan peliharaan terus sistem nya yak pak, Bravoo..;1
765;Iwan Chendykiawan;19/03/2022 14:46;5;nice;1
766;D Pamungkas;19/03/2022 14:13;5;mudah, cepat , aman , enak lah dari pada harus ke samsat , dan yg pasti lebih murah pake online ini dari pada dateng langsung;1
767;Sendy Game;19/03/2022 12:07;5;Keren dah top tinggal 5 tahunan nya kayanya gesek juga bisa pakai kertas minyak di screen shot. Pengiriman plat juga bisa pakai kurir. Di lanjutkan. Biar pungli dan calo berkurang. Semangat terus;1
768;veronika mateng;19/03/2022 11:58;5;Muda2han aplikasi ini bener2 bisa bayar pajak kendaraan spy TDK repot lagi harus kesana kemari;1
769;Marlinton;19/03/2022 11:45;5;sempurna ga perlu ke biro jasa lagi・・・・;1
770;Ratna Juwita;19/03/2022 10:44;5;good job, sangat membantu;1
771;Didik Hariyanto;19/03/2022 4:20;5;memuaskan;1
772;tommy tromiko;19/03/2022 2:40;5;Aplikasi ini benar2 membantu, semoga kedepan akan ada kemajuan2 selanjutnya. tks;1
773;Mas Fuji;18/03/2022 20:38;5;membantu sekali d saat pandemi covid 19;1
774;Yoed G'ndronk;18/03/2022 20:17;5;bagus sekali... harusnya gini dong bayar pajak kendaraan nggak pakai ribet;1
775;Melviano Althafarizki;18/03/2022 20:00;5;terimakaih sangat membantu bapak di era digital sekarang ini;1
776;tri clinton;18/03/2022 19:55;5;mudah dan cepat;1
777;Sofyan Hadi Sofhadie;18/03/2022 19:19;5;Aplikasi cukup membantu, cara transaksi mudah dan terpercaya.. mungkin akan lebih baik user bisa print sendiri bukti bayar dan dinyatakan berlaku di jalan, atau bukti pajak dikirim kerumah, sehingga user tidak perlu ke Samsat utk cetak manual... Sukses terus Polda Metro Jaya... ・・・・;0
778;Phatrick Adhie;18/03/2022 18:26;5;bayar pajak jadi gampang, ga perlu lagi antri, ga perlu lg bayar parkir (kantor pemerintah kok pake parkir...anehh). tinggal cocokkan data, bayar pake mobile banking dan tinggal tunggu drumah;1
779;firman savingi;18/03/2022 18:23;5;lumayan praktis tidak perlu antri selasa pagi pembayaran jumat siang sudah sampai;1
780;Nedi Dominanto;18/03/2022 17:53;5;terimakasih ksh sukses selalu;1
781;bolu bebek;18/03/2022 17:46;5;gercep;1
782;Tj Juanda;18/03/2022 17:19;5;mudah .. terima kasih signal. semoga bisa meningkatkan lagi pelayanannya.;1
783;asep nugraha;18/03/2022 15:40;5;Mantap;1
784;Ari kusriana putri;18/03/2022 15:31;5;Sangat membantu sekali dan juga proses cepat. Tidak sampai seminggu sudah sampai dirumah Bukti cetak pajak STNK nya.;1
785;Maulana Maliki;18/03/2022 15:30;5;oke banget, tidak perlu antri lagi sekarang, semoga semakin baik lagi;1
786;Ncuy Abde nagara;18/03/2022 15:14;5;terima kasih sangat menbantu, waktu pengiriman 7 hari kerja, kalau bisa lebih cepat pengirim nya.;1
787;kirana putri 5C.;18/03/2022 14:48;5;Lebih cepat selesainya, dibandingkan pergi ke Samsat ,, sangat membantu sekali , terimakasih;1
788;Agus Susanto;18/03/2022 14:39;5;Bagus;1
789;BUDY RZ;18/03/2022 14:04;5;Terima Kasih signal... inovasi yang bagus dan praktis..;1
790;bayu arif;18/03/2022 13:32;5;sangat membantu;1
791;ulfa setiawan;18/03/2022 13:17;5;Sangat membantu sekali Terimakasih;1
792;Ghazali Gade;18/03/2022 13:05;5;Sangat bagus dan sangat membantu, terimakasih signal;1
793;ary wahyuni;18/03/2022 12:38;5;Sangat membantu sekali jadi bayar pajak tidak harus datang ke samsat, prosesnya juga cepat. Terimakasih;1
794;Fitri Rachmawati;18/03/2022 11:29;5;Baru pertama kali menggunakan app ini, memudahkan sekali apalagi ada jasa antar ke rumah;1
795;Dewan Ridwan Abdurrazaq;18/03/2022 10:45;5;simpel dan mudah gunakannya;1
796;Jajang Junaedi;18/03/2022 10:22;5;Sangat membantu kita yg bekerja,jadi tidak usah izin kekantor....mantul;1
797;Lie Aij Tjoe;18/03/2022 9:50;5;sangat2 membantu jk STNK hbs melalui online, terima kasih kepada jajaran kepolisian yg memberikan kpd masyarakat mempermudah perpanjangan stnk melalui online.;1
798;Marwanto wanto;18/03/2022 9:30;5;Josss;1
799;STEPHANUS IWAN;18/03/2022 9:27;5;Benar sekali, lebih memudahkan dan sangat membantu dalam pengurusan pembayaran pajak kendaraan... Maju terus. ・・・・;1
800;Yoky Ekantara;18/03/2022 8:37;5;mantap mudah dapat diskon 20rb pula.. tks Signal;1
801;HERI SUSANTO;18/03/2022 7:53;5;alhamdulillah cepat, efektif dan efisien.;1
802;Moda;18/03/2022 5:41;5;bagus dan tidak pakai ribet;1
803;haryanto mouri;17/03/2022 22:46;5;Simple , harusnya seperti ini pelayanan public di Indonesia, semoga layanan lain bisa online seperti ini;1
804;Fernando Tua;17/03/2022 22:14;5;mantav, semoga bisa lebih cepat prosesnya di waktu yang akan datang.;1
805;aacyngute aa;17/03/2022 21:59;5;Praktis, mudah.;1
806;Engga Malmondo;17/03/2022 21:36;5;saran saja karna sudah menggunakan elektronik lebih cepat lebih baik;0
807;Prihantoro Wisnumurti;17/03/2022 21:26;5;Oke proses lancar berhasil dan cepat, thanks;1
808;agung dwi;17/03/2022 20:46;5;tanpa antri dan dateng ke samsat;1
809;Hadi Irawan;17/03/2022 20:36;5;mantab..topmarkotop dah..bikin sore..lusanya sudah tiba dirumah surat pajaknya..;1
810;Muhammad Ilham Pradawi;17/03/2022 20:01;5;jos gandos cakkk ambrol celengan ku cakkk;1
811;gito laksono;17/03/2022 20:00;5;aplikasi super the best...yg sangat membantu kita perpanjang STNK tanpa datang fisik di pandemi covid...tinggal dari rumah selesai semuanya...tks POLRI;1
812;Suzuki Address;17/03/2022 19:29;5;sangat mudah dan membantu pengiriman nyapun sangat cepat, terimakasih;1
